age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
39,3,543042,11,9,2,2,0,4,1,5178,0,50,38,1
51,0,97934,9,13,2,4,0,4,1,5178,0,40,38,1
27,2,311446,11,9,2,0,5,4,0,5178,0,40,38,1
31,2,123397,11,9,2,13,5,4,0,5178,0,35,38,1
53,2,195813,4,3,2,2,0,3,1,5178,0,40,32,1
37,1,365430,15,10,2,2,0,4,1,5178,0,40,38,1
48,5,118330,9,13,2,3,0,4,1,5178,0,40,38,1
56,2,116143,9,13,2,0,0,4,1,5178,0,44,38,1
35,2,282979,11,9,2,11,0,4,1,5178,0,50,38,1
50,1,153064,11,9,2,3,0,4,1,5178,0,40,38,1
42,2,230684,11,9,2,11,0,4,1,5178,0,50,38,1
58,2,280309,7,12,2,3,0,4,1,5178,0,60,38,1
35,2,105821,11,9,2,3,0,4,1,5178,0,40,38,1
46,2,173243,15,10,2,12,0,4,1,5178,0,40,38,1
34,2,209101,9,13,2,3,0,4,1,5178,0,55,38,1
43,2,214781,12,14,2,9,0,4,1,5178,0,40,38,1
39,5,122011,12,14,2,9,5,4,0,5178,0,38,38,1
46,0,97863,8,11,2,0,0,4,1,5178,0,40,38,1
55,2,162205,11,9,2,13,0,4,1,5178,0,72,38,1
38,2,207568,9,13,2,3,0,4,1,5178,0,40,38,1
27,2,210498,11,9,2,2,0,4,1,5178,0,40,38,1
47,2,187440,11,9,2,2,0,4,1,5178,0,40,38,1
47,2,201699,7,12,2,11,0,4,1,5178,0,50,38,1
36,2,186035,1,7,2,2,0,4,1,5178,0,40,38,1
43,2,339814,15,10,2,9,0,4,1,5178,0,40,38,1
44,2,112262,9,13,2,12,0,4,1,5178,0,40,38,1
36,2,226013,11,9,2,6,0,2,1,5178,0,40,38,1
51,2,175070,7,12,2,11,0,4,1,5178,0,45,38,1
57,3,258883,11,9,2,13,0,4,1,5178,0,60,17,1
32,2,106014,15,10,2,11,0,4,1,5178,0,50,38,1
39,3,131288,7,12,2,11,0,4,1,5178,0,48,38,1
35,3,186845,9,13,2,11,3,4,1,5178,0,50,38,1
45,2,261278,9,13,2,9,5,1,0,5178,0,40,29,1
39,2,248011,8,11,2,6,0,4,1,5178,0,40,38,1
31,2,151053,15,10,2,13,0,4,1,5178,0,40,38,1
53,3,152810,11,9,2,2,0,4,1,5178,0,45,38,1
54,2,135388,11,9,2,2,0,4,1,5178,0,40,38,1
37,2,187589,11,9,2,5,0,4,1,5178,0,40,38,1
55,2,184882,8,11,2,13,0,4,1,5178,0,50,38,1
45,1,374450,11,9,2,13,5,4,0,5178,0,40,38,1
59,2,126668,8,11,2,9,0,4,1,5178,0,50,38,1
47,2,70943,11,9,2,6,0,4,1,5178,0,40,38,1
28,0,163862,9,13,2,3,0,4,1,5178,0,40,38,1
47,1,200471,11,9,2,13,0,4,1,5178,0,40,38,1
38,2,269318,9,13,2,0,0,4,1,5178,0,50,38,1
54,0,75235,11,9,2,3,0,4,1,5178,0,40,38,1
58,2,250206,0,6,2,2,0,4,1,5178,0,40,38,1
24,2,206827,15,10,4,11,3,4,0,5060,0,30,38,0
30,2,188146,11,9,2,6,0,4,1,5013,0,40,38,0
43,3,188436,12,14,2,3,0,4,1,5013,0,45,38,0
54,2,398212,11,9,2,13,0,2,1,5013,0,40,38,0
45,4,256866,15,10,2,11,0,4,1,5013,0,40,38,0
47,2,326857,8,11,2,2,0,4,1,5013,0,40,38,0
40,2,105936,11,9,2,11,5,4,0,5013,0,20,38,0
36,2,84306,9,13,2,3,0,4,1,5013,0,50,38,0
26,2,139098,12,14,2,9,0,4,1,5013,0,40,38,0
49,2,82649,9,13,2,9,0,4,1,5013,0,45,38,0
44,3,103643,11,9,2,3,0,4,1,5013,0,60,11,0
27,2,181667,11,9,2,6,0,4,1,5013,0,46,1,0
41,4,29762,15,10,2,4,0,4,1,5013,0,70,38,0
30,2,155343,11,9,2,2,0,4,1,5013,0,40,38,0
29,2,206351,0,6,2,2,0,4,1,5013,0,40,38,0
26,2,132661,11,9,2,3,5,4,0,5013,0,40,38,0
30,2,137606,11,9,2,13,0,4,1,5013,0,40,38,0
35,2,37314,15,10,2,2,0,4,1,5013,0,40,38,0
30,1,346122,7,12,2,10,0,4,1,5013,0,45,38,0
29,2,221366,9,13,2,9,0,4,1,5013,0,40,10,0
46,2,276087,11,9,2,11,0,4,1,5013,0,50,38,0
48,4,30840,15,10,2,9,0,4,1,5013,0,45,38,0
52,2,204322,8,11,2,12,0,4,1,5013,0,40,38,0
60,2,160625,11,9,2,9,0,4,1,5013,0,40,38,0
43,2,242488,15,10,2,0,0,4,1,5013,0,40,38,0
39,2,196673,11,9,2,7,5,4,0,5013,0,40,38,0
31,2,356882,11,9,2,6,0,4,1,5013,0,40,38,0
52,0,192386,12,14,2,3,0,4,1,5013,0,40,38,0
26,2,104746,11,9,2,2,0,4,1,5013,0,60,38,0
44,5,150755,9,13,2,0,0,4,1,5013,0,40,38,0
35,2,158046,15,10,2,11,0,4,1,5013,0,70,38,0
35,2,167140,9,13,2,9,0,4,1,5013,0,40,38,0
45,0,56904,9,13,2,0,0,4,1,5013,0,45,38,0
52,1,40641,0,6,2,2,0,4,1,5013,0,40,38,0
28,3,219705,9,13,2,3,0,4,1,5013,0,55,38,0
54,2,147863,8,11,2,2,0,1,1,5013,0,40,39,0
56,2,98809,5,4,2,6,5,4,0,5013,0,45,38,0
48,2,248059,9,13,2,3,0,4,1,5013,0,45,38,0
59,2,182062,9,13,2,9,0,4,1,5013,0,40,38,0
46,2,186820,15,10,2,7,5,4,0,5013,0,40,38,0
45,2,362883,11,9,2,2,0,4,1,5013,0,40,38,0
55,2,147989,15,10,2,2,0,4,1,5013,0,52,38,0
50,2,99307,11,9,2,2,0,4,1,5013,0,45,38,0
49,2,261688,11,9,2,2,0,4,1,5013,0,60,38,0
33,2,197424,11,9,2,3,0,4,1,5013,0,40,38,0
51,2,99064,8,11,2,2,0,4,1,5013,0,40,38,0
42,2,230684,9,13,2,9,0,4,1,5013,0,40,38,0
47,2,193285,11,9,2,7,5,2,0,5013,0,40,38,0
32,2,343789,11,9,2,6,0,4,1,5013,0,55,38,0
49,2,87928,8,11,2,2,0,4,1,5013,0,40,38,0
49,4,189123,11,9,2,2,0,4,1,5013,0,50,38,0
31,2,288825,11,9,2,5,0,4,1,5013,0,40,38,0
52,5,135388,11,9,2,2,0,4,1,5013,0,40,38,0
32,1,186784,9,13,2,9,5,4,0,5013,0,45,38,0
63,2,308028,12,14,2,12,0,4,1,5013,0,40,38,0
39,2,219483,9,13,2,9,5,4,0,5013,0,32,38,0
56,2,235826,11,9,2,2,0,4,1,5013,0,40,38,0
35,2,112077,11,9,2,5,0,4,1,5013,0,40,38,0
53,1,124094,11,9,2,2,0,4,1,5013,0,35,38,0
57,2,372020,15,10,2,11,0,4,1,5013,0,50,38,0
29,2,133420,15,10,2,2,0,4,1,5013,0,40,38,0
47,2,185385,11,9,2,9,0,4,1,5013,0,24,38,0
52,2,203392,15,10,2,2,0,4,1,5013,0,40,38,0
51,2,123053,12,14,2,9,0,1,1,5013,0,40,18,0
24,2,259510,9,13,2,9,0,4,1,5013,0,30,38,0
37,2,177895,15,10,2,12,5,4,0,5013,0,40,38,0
43,0,25005,12,14,2,5,0,4,1,5013,0,12,38,0
28,2,180928,15,10,2,5,0,4,1,5013,0,55,38,0
36,2,67728,11,9,2,2,0,4,1,5013,0,40,21,0
49,2,66385,11,9,2,11,0,4,1,5013,0,40,38,0
45,1,224474,9,13,0,9,4,4,0,4934,0,50,38,1
40,2,116103,15,10,5,2,4,4,1,4934,0,47,38,1
37,2,118486,9,13,5,9,4,4,0,4934,0,32,38,1
60,0,237317,8,11,0,9,4,4,1,4934,0,40,38,1
52,1,187830,11,9,0,12,4,4,1,4934,0,36,38,1
43,2,334991,15,10,5,13,4,4,1,4934,0,51,38,1
43,2,104660,12,14,6,3,4,4,1,4934,0,40,38,1
75,4,231741,10,16,2,9,0,4,1,4931,0,3,38,0
45,0,170915,11,9,0,12,1,4,0,4865,0,40,38,0
34,2,173806,12,14,4,9,1,4,1,4865,0,60,38,0
34,2,92682,11,9,4,0,1,4,0,4865,0,40,38,0
26,1,117833,9,13,4,9,1,4,0,4865,0,35,38,0
34,5,154246,9,13,0,9,1,4,1,4865,0,55,38,0
27,0,105189,11,9,0,0,1,4,1,4865,0,50,38,0
30,2,189759,9,13,4,13,1,4,1,4865,0,40,38,0
36,2,116608,11,9,4,0,1,4,0,4865,0,40,38,0
27,2,29732,9,13,4,9,1,4,0,4865,0,36,38,0
28,2,123147,15,10,4,12,1,4,0,4865,0,40,38,0
52,1,146565,7,12,0,7,1,4,0,4865,0,30,38,0
37,1,48976,9,13,4,9,1,4,0,4865,0,45,38,0
59,2,66356,5,4,4,4,4,4,1,4865,0,40,38,0
32,1,230912,12,14,4,9,1,4,0,4865,0,40,38,0
25,2,80312,8,11,4,0,1,4,0,4865,0,40,38,0
55,2,256526,11,9,5,6,1,4,1,4865,0,45,38,0
34,3,215382,12,14,5,9,1,4,0,4787,0,40,38,1
64,5,194894,10,16,4,9,1,4,0,4787,0,40,38,1
51,2,142717,10,16,0,2,1,4,0,4787,0,60,38,1
40,2,45687,15,10,0,7,1,2,1,4787,0,50,38,1
51,2,89652,11,9,0,0,4,4,0,4787,0,24,38,1
58,2,142076,11,9,0,12,1,4,1,4787,0,39,38,1
39,4,164593,10,16,4,9,1,4,1,4787,0,40,38,1
34,3,174215,12,14,4,3,1,4,0,4787,0,45,9,1
61,2,298400,9,13,0,11,1,2,1,4787,0,48,38,1
30,2,509500,9,13,4,12,1,4,0,4787,0,45,38,1
58,0,244830,9,13,5,9,1,4,1,4787,0,40,38,1
35,2,241998,11,9,4,11,1,4,1,4787,0,40,38,1
46,1,230979,9,13,0,9,1,4,0,4787,0,25,38,1
52,1,194788,12,14,0,3,1,4,0,4787,0,60,38,1
46,1,148995,9,13,4,9,3,4,1,4787,0,45,38,1
39,2,121590,15,10,4,9,1,2,1,4787,0,40,38,1
38,1,194630,9,13,4,10,1,4,0,4787,0,43,38,1
49,2,287647,12,14,0,11,1,4,1,4787,0,45,38,1
30,2,331419,7,12,4,2,1,4,1,4787,0,50,38,1
53,2,346871,11,9,0,9,1,4,1,4787,0,46,38,1
59,1,303455,12,14,6,9,4,4,0,4787,0,60,38,1
52,5,109600,12,14,3,3,4,4,0,4787,0,44,38,1
45,2,160647,9,13,0,0,4,4,0,4687,0,35,38,1
42,2,210275,12,14,0,12,4,2,0,4687,0,35,38,1
39,2,148903,11,9,0,11,1,4,0,4687,0,50,38,1
29,2,271328,9,13,4,9,1,4,1,4650,0,40,38,0
31,2,231263,9,13,0,3,1,4,1,4650,0,45,38,0
35,4,185848,11,9,4,3,1,4,1,4650,0,50,38,0
36,2,208358,6,5,0,5,1,4,1,4650,0,56,38,0
36,2,192704,2,8,4,3,1,4,1,4650,0,50,38,0
42,2,259643,12,14,0,9,1,4,1,4650,0,40,38,0
53,5,116367,15,10,0,0,2,4,0,4650,0,40,38,0
49,1,192349,12,14,4,9,1,4,0,4650,0,40,38,0
39,1,116666,11,9,4,10,3,0,1,4650,0,48,38,0
31,2,213002,2,8,4,11,1,4,1,4650,0,50,38,0
30,3,124420,11,9,0,3,1,4,1,4650,0,40,38,0
39,2,179481,11,9,4,12,1,4,1,4650,0,44,38,0
25,2,231016,12,14,4,9,1,4,0,4650,0,37,38,0
37,1,117760,8,11,4,10,1,4,1,4650,0,40,38,0
35,2,70447,15,10,4,9,4,1,1,4650,0,20,38,0
39,2,101146,11,9,0,9,1,4,0,4650,0,40,38,0
40,2,242619,9,13,4,9,1,4,1,4650,0,40,38,0
42,1,125461,9,13,4,3,3,4,1,4650,0,35,38,0
41,0,197069,15,10,3,0,1,2,1,4650,0,40,38,0
35,2,276153,9,13,4,12,1,1,0,4650,0,40,38,0
32,2,216145,15,10,4,2,1,4,1,4650,0,45,38,0
42,2,367049,12,14,4,3,1,4,0,4650,0,40,38,0
47,2,167159,11,9,0,6,1,4,1,4650,0,40,38,0
28,2,334368,8,11,4,9,1,4,0,4650,0,40,38,0
23,2,151888,11,9,0,2,1,4,1,4650,0,50,20,0
55,2,145214,15,10,0,0,4,4,0,4650,0,20,38,0
23,2,242912,15,10,4,7,3,4,0,4650,0,40,38,0
45,2,111994,15,10,0,11,1,4,1,4650,0,40,38,0
43,2,227065,11,9,4,9,1,4,1,4650,0,40,38,0
38,2,43770,15,10,5,7,1,4,0,4650,0,72,38,0
40,2,289748,9,13,4,3,1,4,0,4650,0,48,38,0
50,1,191025,12,14,0,3,1,4,0,4650,0,70,38,0
33,2,319854,9,13,5,9,1,4,1,4650,0,35,38,0
31,2,347166,15,10,0,2,3,4,1,4650,0,40,38,0
41,2,70645,12,14,6,9,1,4,0,4650,0,55,38,0
60,2,184183,11,9,0,6,1,4,1,4650,0,40,38,0
62,2,138253,12,14,4,5,1,4,1,4650,0,40,38,0
50,2,138852,15,10,0,2,1,4,1,4650,0,22,38,0
41,2,36699,15,10,0,3,1,4,1,4650,0,40,38,0
32,0,386877,8,11,4,12,3,2,1,4650,0,40,38,0
57,2,182677,9,13,2,3,0,1,1,4508,0,40,34,0
32,2,112137,13,1,2,6,5,1,0,4508,0,40,0,0
23,2,188409,1,7,2,13,0,4,1,4508,0,25,38,0
39,2,291665,11,9,2,0,0,4,1,4508,0,24,38,0
22,2,200109,11,9,2,8,5,4,0,4508,0,40,38,0
56,2,105363,9,13,2,3,0,4,1,4508,0,40,38,0
43,4,343061,5,4,2,4,0,4,1,4508,0,40,4,0
28,2,163265,6,5,2,11,0,4,1,4508,0,40,38,0
21,4,103277,2,8,2,0,5,4,0,4508,0,30,31,0
34,4,254304,11,9,2,4,0,4,1,4508,0,90,38,0
38,2,167440,9,13,2,13,0,4,1,4508,0,40,38,0
27,2,406662,11,9,4,0,1,4,1,4416,0,40,38,0
25,2,272428,11,9,4,11,1,4,1,4416,0,42,38,0
25,2,164938,11,9,4,6,3,4,1,4416,0,40,38,0
50,4,114758,9,13,4,2,1,4,1,4416,0,45,38,0
49,2,173115,0,6,5,3,1,2,1,4416,0,99,38,0
33,2,153151,11,9,4,5,3,4,1,4416,0,40,38,0
22,6,302347,11,9,4,5,3,4,1,4416,0,40,38,0
56,2,178033,15,10,6,3,1,4,1,4416,0,60,38,0
34,2,154874,11,9,4,6,1,4,1,4416,0,30,38,0
25,2,148460,11,9,4,0,3,2,0,4416,0,40,32,0
20,2,168187,15,10,4,7,2,4,0,4416,0,25,38,0
38,4,120985,11,9,2,2,0,4,1,4386,0,35,38,0
55,2,238638,11,9,2,11,0,4,1,4386,0,40,38,1
40,2,144995,8,11,2,12,0,4,1,4386,0,40,38,0
53,2,194259,15,10,2,0,5,4,0,4386,0,40,38,1
55,2,387569,11,9,2,2,0,4,1,4386,0,40,38,1
45,3,36228,9,13,2,4,0,4,1,4386,0,35,38,1
38,2,31069,8,11,2,2,0,4,1,4386,0,40,38,1
53,4,174102,5,4,2,3,0,4,1,4386,0,50,11,1
46,2,503923,11,9,2,6,0,2,1,4386,0,40,38,1
42,2,255847,11,9,2,6,0,4,1,4386,0,48,38,1
51,2,335997,11,9,2,3,0,4,1,4386,0,55,38,1
43,2,313022,11,9,2,6,0,2,1,4386,0,40,38,1
47,1,265097,11,9,2,7,0,4,1,4386,0,40,38,1
51,0,306784,11,9,2,2,0,4,1,4386,0,40,38,1
31,2,182237,7,12,2,11,0,4,1,4386,0,45,38,1
30,2,110643,12,14,2,0,0,4,1,4386,0,40,38,1
44,2,98779,0,6,2,6,0,4,1,4386,0,60,38,0
48,2,248164,9,13,2,11,0,4,1,4386,0,50,38,1
51,2,123703,11,9,2,6,0,4,1,4386,0,40,38,1
35,2,36214,9,13,2,3,0,4,1,4386,0,47,38,1
48,2,141944,11,9,2,6,0,4,1,4386,0,40,38,1
41,2,156566,9,13,2,3,0,4,1,4386,0,50,38,1
54,4,242606,12,14,2,11,0,4,1,4386,0,45,38,1
31,2,110554,11,9,2,6,5,4,0,4386,0,40,38,1
44,2,120057,7,12,2,3,0,4,1,4386,0,45,38,1
51,0,73670,10,16,2,9,0,4,1,4386,0,52,38,1
63,2,180911,1,7,2,10,0,4,1,4386,0,37,38,1
51,2,29580,1,7,2,11,0,4,1,4386,0,30,38,1
35,2,209214,11,9,2,0,5,4,0,4386,0,35,38,1
52,2,204447,11,9,2,6,0,4,1,4386,0,40,38,1
24,2,117959,11,9,2,5,0,4,1,4386,0,40,38,1
33,2,195576,11,9,2,3,0,4,1,4386,0,60,38,0
44,1,241851,8,11,2,13,0,4,1,4386,0,40,38,1
57,4,291529,9,13,2,3,0,4,1,4386,0,13,38,1
47,2,329144,11,9,2,11,0,4,1,4386,0,45,38,1
44,2,184105,7,12,2,11,0,4,1,4386,0,40,38,1
45,2,120724,12,14,2,3,0,4,1,4386,0,40,38,0
37,2,219546,8,11,2,2,0,4,1,4386,0,44,38,1
31,2,240771,15,10,2,2,0,4,1,4386,0,50,38,1
53,5,151580,8,11,2,9,0,4,1,4386,0,40,38,1
34,2,209691,8,11,2,9,0,4,1,4386,0,50,38,1
29,2,51944,11,9,2,7,5,4,0,4386,0,40,38,1
53,1,216931,15,10,2,10,0,4,1,4386,0,40,38,1
44,1,193425,12,14,2,9,5,4,0,4386,0,40,38,1
48,2,449354,11,9,2,0,0,4,1,4386,0,45,38,1
34,5,177331,15,10,2,9,0,2,1,4386,0,40,38,1
44,2,167005,15,10,2,2,0,4,1,4386,0,55,38,0
29,4,104423,15,10,2,3,2,4,1,4386,0,45,38,1
51,1,349431,11,9,2,2,0,4,1,4386,0,40,38,1
37,2,215503,11,9,2,3,0,4,1,4386,0,45,38,1
34,2,169527,15,10,2,11,5,4,0,4386,0,20,38,0
40,2,70539,15,10,2,11,0,4,1,4386,0,50,38,0
46,2,269652,15,10,2,2,0,4,1,4386,0,38,38,1
37,4,188563,15,10,2,3,0,4,1,4386,0,50,38,1
36,4,138940,9,13,2,3,0,4,1,4386,0,50,38,1
31,2,319146,8,11,2,2,0,4,1,4386,0,40,25,1
53,2,70387,12,14,2,9,0,1,1,4386,0,40,18,1
46,4,51271,11,9,2,4,0,4,1,4386,0,70,38,0
32,2,123964,15,10,2,11,0,4,1,4386,0,50,38,0
38,2,160808,11,9,2,2,0,2,1,4386,0,48,38,0
43,1,118853,15,10,2,12,0,4,1,4386,0,99,38,1
53,2,133219,11,9,2,7,0,2,1,4386,0,30,38,1
45,2,294671,8,11,2,2,0,4,1,4386,0,38,38,1
41,2,433989,8,11,2,11,0,4,1,4386,0,60,38,1
63,2,117473,15,10,2,9,0,4,1,4386,0,40,38,1
42,4,69333,8,11,2,13,0,4,1,4386,0,80,38,1
40,2,132222,15,10,2,6,0,4,1,4386,0,50,38,1
24,2,556660,11,9,4,3,2,4,1,4101,0,50,38,0
21,2,255957,15,10,4,3,1,4,0,4101,0,40,38,0
32,2,115631,15,10,4,0,1,4,0,4101,0,50,38,0
56,2,191917,7,12,0,0,4,4,0,4101,0,40,38,0
35,4,31095,15,10,5,4,1,4,1,4101,0,60,38,0
43,2,59107,11,9,5,7,1,4,0,4101,0,40,38,0
31,2,369825,9,13,4,11,1,4,1,4101,0,50,38,0
56,2,168625,11,9,0,9,1,4,0,4101,0,40,38,0
23,2,211049,15,10,4,12,1,4,0,4101,0,40,38,0
21,2,20728,11,9,4,11,3,4,0,4101,0,40,38,0
25,2,321205,9,13,4,3,1,4,1,4101,0,35,38,0
31,2,188108,11,9,4,2,3,4,1,4101,0,40,38,0
27,5,142621,9,13,4,9,1,4,0,4101,0,40,38,0
37,2,143582,8,11,4,0,1,3,0,4101,0,35,38,0
19,2,223648,11,9,4,11,1,4,1,4101,0,48,38,0
23,2,32950,15,10,4,13,1,4,1,4101,0,40,38,0
28,1,135567,9,13,4,0,1,2,0,4101,0,60,38,0
54,5,137815,2,8,4,7,3,4,1,4101,0,40,38,0
36,2,108320,11,9,0,6,1,4,1,4101,0,40,38,0
28,2,377869,15,10,2,11,5,4,0,4064,0,25,38,0
59,2,146013,15,10,2,11,0,4,1,4064,0,40,38,0
58,5,110517,10,16,2,9,0,1,1,4064,0,40,18,0
43,2,149670,15,10,2,0,5,4,0,4064,0,15,38,0
39,2,187046,11,9,2,11,0,4,1,4064,0,38,38,0
26,2,164018,9,13,2,11,0,4,1,4064,0,50,38,0
63,2,143098,11,9,2,11,0,4,1,4064,0,40,38,0
32,1,217296,11,9,2,13,5,4,0,4064,0,22,38,0
47,2,170850,11,9,2,5,0,4,1,4064,0,60,38,0
35,2,28572,15,10,2,2,0,4,1,4064,0,35,38,0
38,0,122493,9,13,2,9,0,4,1,4064,0,40,38,0
52,3,177727,0,6,2,11,0,4,1,4064,0,45,38,0
32,4,70985,11,9,2,4,0,4,1,4064,0,40,38,0
35,2,126569,15,10,2,11,0,4,1,4064,0,40,38,0
54,2,234938,11,9,2,11,0,4,1,4064,0,55,38,0
49,2,40000,9,13,2,11,0,4,1,4064,0,44,38,0
40,2,316820,5,4,2,11,0,4,1,4064,0,40,38,0
40,2,145439,4,3,2,7,0,3,1,4064,0,40,25,0
43,2,484861,15,10,2,2,0,4,1,4064,0,38,38,0
50,1,50178,15,10,2,2,0,4,1,4064,0,55,38,0
46,2,181810,11,9,2,2,0,2,1,4064,0,40,38,0
27,0,196386,7,12,2,0,0,4,1,4064,0,40,7,0
34,2,34848,15,10,2,13,0,4,1,4064,0,40,38,0
61,1,180079,10,16,2,3,0,4,1,4064,0,40,38,0
55,2,226875,11,9,2,11,0,4,1,4064,0,40,38,0
33,0,293550,15,10,2,12,5,4,0,4064,0,40,38,0
32,2,317809,9,13,2,3,0,4,1,4064,0,50,38,0
49,2,297884,11,9,2,6,0,4,1,4064,0,50,38,0
36,2,267556,11,9,2,2,0,4,1,4064,0,40,38,0
42,2,195096,11,9,2,11,0,4,1,4064,0,40,38,0
30,2,281030,8,11,2,11,0,4,1,4064,0,40,38,0
38,4,344480,11,9,2,2,0,4,1,4064,0,40,38,0
26,2,39092,15,10,2,3,0,4,1,4064,0,50,38,0
47,2,178341,9,13,2,11,0,4,1,4064,0,60,38,0
47,2,200471,8,11,2,0,0,4,1,4064,0,40,38,0
51,2,86332,8,11,2,7,0,4,1,4064,0,55,38,0
28,2,294936,11,9,2,13,0,4,1,4064,0,45,38,0
34,1,155781,11,9,2,10,0,4,1,4064,0,50,38,0
46,2,285750,11,9,2,4,0,4,1,4064,0,55,38,0
45,2,288437,11,9,2,13,0,3,1,4064,0,40,38,0
41,2,187881,15,10,2,11,0,4,1,3942,0,40,38,0
38,2,450924,2,8,2,7,0,4,1,3942,0,40,38,0
29,2,184596,1,7,2,2,0,4,1,3942,0,50,38,0
50,2,166220,7,12,2,11,5,4,0,3942,0,40,38,0
45,2,192835,11,9,2,7,0,4,1,3942,0,40,38,0
41,1,103759,15,10,2,13,0,4,1,3942,0,40,38,0
23,2,209034,11,9,2,6,5,4,0,3942,0,40,38,0
59,2,340591,0,6,2,5,0,4,1,3942,0,40,38,0
38,2,331395,5,4,2,4,0,4,1,3942,0,84,31,0
26,2,208326,11,9,2,3,0,4,1,3942,0,45,38,0
35,2,145704,11,9,2,9,5,4,0,3942,0,35,38,0
27,2,243569,1,7,2,5,0,4,1,3942,0,40,38,0
45,0,311671,8,11,2,10,0,4,1,3908,0,40,38,0
32,2,187560,14,15,2,9,0,4,1,3908,0,40,38,0
36,2,160035,11,9,2,2,0,4,1,3908,0,55,38,0
43,2,177905,11,9,2,5,0,4,1,3908,0,40,38,0
59,2,191965,1,7,2,7,5,4,0,3908,0,28,38,0
27,2,152683,11,9,2,13,0,4,1,3908,0,35,38,0
24,2,196816,9,13,2,9,0,4,1,3908,0,40,38,0
34,2,36069,11,9,2,2,0,4,1,3908,0,46,38,0
31,2,213643,11,9,2,11,0,4,1,3908,0,40,38,0
31,2,66278,15,10,2,9,5,4,0,3908,0,40,38,0
32,2,207685,11,9,2,5,5,2,0,3908,0,40,38,0
42,2,424855,15,10,2,6,0,4,1,3908,0,40,38,0
38,2,36989,9,13,2,7,0,4,1,3908,0,70,38,0
58,2,244605,8,11,2,3,0,4,1,3908,0,40,38,0
51,2,101722,5,4,2,3,0,0,1,3908,0,47,38,0
51,5,105943,11,9,2,0,5,4,0,3908,0,40,38,0
44,2,107584,12,14,2,0,0,4,1,3908,0,50,38,0
23,2,193586,11,9,2,0,5,4,0,3908,0,40,38,0
27,2,188941,15,10,2,12,0,4,1,3908,0,40,38,0
35,2,143152,15,10,2,0,5,4,0,3908,0,27,38,0
33,2,55699,11,9,2,13,0,4,1,3908,0,40,38,0
28,1,327533,11,9,2,10,0,4,1,3908,0,40,38,0
42,4,320744,11,9,2,11,0,4,1,3908,0,45,38,0
33,1,152351,15,10,2,10,0,4,1,3908,0,40,38,0
21,2,163870,0,6,2,7,0,4,1,3908,0,40,38,0
34,2,231043,8,11,2,0,0,4,1,3908,0,45,38,0
31,3,256362,9,13,2,11,0,4,1,3908,0,50,38,0
51,2,312477,15,10,2,13,0,4,1,3908,0,40,38,0
35,4,89508,15,10,2,3,0,4,1,3908,0,60,38,0
36,4,34378,8,11,2,4,0,4,1,3908,0,75,38,0
58,1,212864,11,9,2,10,0,4,1,3908,0,40,38,0
54,5,123592,11,9,5,0,4,2,0,3887,0,35,38,0
37,2,277022,11,9,4,5,4,4,0,3887,0,40,26,0
28,0,526528,15,10,4,0,4,2,0,3887,0,40,38,0
32,5,200469,15,10,4,10,4,2,0,3887,0,40,38,0
32,2,356689,11,9,0,0,4,4,1,3887,0,40,38,0
32,2,269182,15,10,5,12,4,2,0,3887,0,40,38,0
69,3,69209,9,13,2,6,0,4,1,3818,0,30,38,0
65,2,113323,7,12,2,3,0,4,1,3818,0,40,38,0
68,2,144056,11,9,2,0,0,4,1,3818,0,40,38,0
77,1,177550,9,13,2,0,0,4,1,3818,0,14,38,0
65,4,115498,9,13,2,11,0,4,1,3818,0,10,38,0
37,2,758700,6,5,2,5,0,4,1,3781,0,50,25,0
20,2,34568,11,9,2,2,0,4,1,3781,0,35,38,0
32,2,400535,11,9,2,2,0,4,1,3781,0,40,38,0
60,2,88055,14,15,2,9,0,4,1,3781,0,16,38,0
50,4,176867,10,16,2,9,0,4,1,3781,0,40,38,0
58,2,298601,6,5,2,6,0,2,1,3781,0,40,38,0
33,2,163110,11,9,2,5,0,4,1,3781,0,40,38,0
20,2,194630,11,9,2,0,0,4,1,3781,0,50,38,0
52,2,230657,11,9,2,6,0,3,1,3781,0,40,3,0
48,2,373366,3,2,2,4,0,4,1,3781,0,50,25,0
35,2,538583,1,7,5,13,1,2,1,3674,0,40,38,0
33,2,40681,15,10,4,9,1,4,0,3674,0,16,38,0
36,2,130926,9,13,0,0,1,4,0,3674,0,40,38,0
50,0,166419,1,7,4,11,1,2,0,3674,0,40,38,0
23,2,193090,15,10,4,0,1,4,0,3674,0,40,38,0
21,2,148211,11,9,4,5,1,4,1,3674,0,50,38,0
25,2,40512,9,13,4,9,1,4,1,3674,0,30,38,0
44,2,408717,11,9,0,11,1,4,1,3674,0,50,38,0
41,4,89942,11,9,0,11,1,4,1,3674,0,45,38,0
29,1,419722,7,12,4,0,1,4,1,3674,0,40,38,0
46,2,270693,11,9,4,5,3,4,1,3674,0,30,38,0
32,2,426467,3,2,4,2,1,4,1,3674,0,40,12,0
24,2,103064,9,13,4,12,1,4,0,3674,0,40,38,0
61,2,128848,11,9,2,6,0,4,1,3471,0,40,38,0
63,2,273010,11,9,2,0,5,4,0,3471,0,40,38,0
64,1,237379,11,9,2,5,0,4,1,3471,0,40,38,0
73,2,242769,11,9,2,6,0,4,1,3471,0,40,8,0
